ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP000036,Ridgeline Manufacturing Group — Renewal 2026,ACC000036,Perception Analysis,2026-08-25,9795
OPP000037,Cascade Production Works — Expansion 2026,,Proposal/Price Quote,2026-08-26,
OPP000038,CoreTech Assembly Co. — New Business 2026,ACC000038,Negotiation/Review,2026-08-27,10069
OPP000039,Highpoint Industrial Ltd — Upgrade 2026,ACC000039,Closed Won,2026-08-28,
OPP000040,Streamline Parts & Components — Upsell 2026,,Closed Lost,2026-08-29,10343
OPP000041,Keystone Manufacturing Alliance — Renewal 2026,ACC000041,Prospecting,2026-08-30,
OPP000042,Pacific Fabrication Systems — Expansion 2026,ACC000042,Qualification,2026-08-31,10617
OPP000043,Pinnacle Parts Group — New Business 2026,,Needs Analysis,2026-09-01,
OPP000044,Centennial Industrial Co. — Upgrade 2026,ACC000044,Value Proposition,2026-09-02,10891
OPP000045,Northgate Manufacturing Inc. — Upsell 2026,ACC000045,Id. Decision Makers,2026-09-03,
OPP000046,Lakeside Engineering Works — Renewal 2026,,Perception Analysis,2026-09-04,11165
OPP000047,Thornton Components Group — Expansion 2026,ACC000047,Proposal/Price Quote,2026-09-05,
OPP000048,Broadfield Production Inc. — New Business 2026,ACC000048,Negotiation/Review,2026-09-06,11439
OPP000049,Sterling Assembly Systems — Upgrade 2026,,Closed Won,2026-09-07,
OPP000050,Clearwater Industrial Corp. — Upsell 2026,ACC000050,Closed Lost,2026-09-08,11713
OPP000051,Apex Industrial Systems — Renewal 2026,ACC000051,Prospecting,2026-09-09,
OPP000052,Precision Components Ltd — Expansion 2026,,Qualification,2026-09-10,11987
OPP000053,Granite Manufacturing Co. — New Business 2026,ACC000053,Needs Analysis,2026-09-11,
OPP000054,Ironclad Production Group — Upgrade 2026,ACC000054,Value Proposition,2026-09-12,12261
OPP000055,Velocity Parts & Assembly — Upsell 2026,,Id. Decision Makers,2026-09-13,
OPP000056,Summit Engineering Works — Renewal 2026,ACC000056,Perception Analysis,2026-09-14,12535
OPP000057,BlueForge Manufacturing — Expansion 2026,ACC000057,Proposal/Price Quote,2026-09-15,
OPP000058,Strata Industrial Solutions — New Business 2026,,Negotiation/Review,2026-09-16,12809
OPP000059,Crestline Fabrication Inc. — Upgrade 2026,ACC000059,Closed Won,2026-09-17,
OPP000060,Meridian Parts Systems — Upsell 2026,ACC000060,Closed Lost,2026-09-18,13083
OPP000061,Ridgeline Manufacturing Group — Renewal 2026,,Prospecting,2026-09-19,
OPP000062,Cascade Production Works — Expansion 2026,ACC000062,Qualification,2026-09-20,13357
OPP000063,CoreTech Assembly Co. — New Business 2026,ACC000063,Needs Analysis,2026-09-21,
OPP000064,Highpoint Industrial Ltd — Upgrade 2026,,Value Proposition,2026-09-22,13631
OPP000065,Streamline Parts & Components — Upsell 2026,ACC000065,Id. Decision Makers,2026-09-23,
OPP000066,Keystone Manufacturing Alliance — Renewal 2026,ACC000066,Perception Analysis,2026-09-24,13905
OPP000067,Pacific Fabrication Systems — Expansion 2026,,Proposal/Price Quote,2026-09-25,
OPP000068,Pinnacle Parts Group — New Business 2026,ACC000068,Negotiation/Review,2026-09-26,14179
OPP000069,Centennial Industrial Co. — Upgrade 2026,ACC000069,Closed Won,2026-09-27,
OPP000070,Northgate Manufacturing Inc. — Upsell 2026,,Closed Lost,2026-09-28,14453
OPP000071,Lakeside Engineering Works — Renewal 2026,ACC000071,Prospecting,2026-09-29,
OPP000072,Thornton Components Group — Expansion 2026,ACC000072,Qualification,2026-09-30,14727
OPP000073,Broadfield Production Inc. — New Business 2026,,Needs Analysis,2026-10-01,
OPP000074,Sterling Assembly Systems — Upgrade 2026,ACC000074,Value Proposition,2026-10-02,15001
OPP000075,Clearwater Industrial Corp. — Upsell 2026,ACC000075,Id. Decision Makers,2026-10-03,
OPP000076,Apex Industrial Systems — Renewal 2026,,Perception Analysis,2026-10-04,15275
OPP000077,Precision Components Ltd — Expansion 2026,ACC000077,Proposal/Price Quote,2026-10-05,
OPP000078,Granite Manufacturing Co. — New Business 2026,ACC000078,Negotiation/Review,2026-10-06,15549
OPP000079,Ironclad Production Group — Upgrade 2026,,Closed Won,2026-10-07,
OPP000080,Velocity Parts & Assembly — Upsell 2026,ACC000080,Closed Lost,2026-10-08,15823
OPP000081,Summit Engineering Works — Renewal 2026,ACC000081,Prospecting,2026-10-09,
OPP000082,BlueForge Manufacturing — Expansion 2026,,Qualification,2026-10-10,16097
OPP000083,Strata Industrial Solutions — New Business 2026,ACC000083,Needs Analysis,2026-10-11,
OPP000084,Crestline Fabrication Inc. — Upgrade 2026,ACC000084,Value Proposition,2026-10-12,16371
OPP000085,Meridian Parts Systems — Upsell 2026,,Id. Decision Makers,2026-10-13,
OPP000086,Ridgeline Manufacturing Group — Renewal 2026,ACC000086,Perception Analysis,2026-10-14,16645
OPP000087,Cascade Production Works — Expansion 2026,ACC000087,Proposal/Price Quote,2026-10-15,
OPP000088,CoreTech Assembly Co. — New Business 2026,,Negotiation/Review,2026-10-16,16919
OPP000089,Highpoint Industrial Ltd — Upgrade 2026,ACC000089,Closed Won,2026-10-17,
OPP000090,Streamline Parts & Components — Upsell 2026,ACC000090,Closed Lost,2026-10-18,17193
OPP000091,Keystone Manufacturing Alliance — Renewal 2026,,Prospecting,2026-10-19,
OPP000092,Pacific Fabrication Systems — Expansion 2026,ACC000092,Qualification,2026-10-20,17467
OPP000093,Pinnacle Parts Group — New Business 2026,ACC000093,Needs Analysis,2026-10-21,
OPP000094,Centennial Industrial Co. — Upgrade 2026,,Value Proposition,2026-10-22,17741
OPP000095,Northgate Manufacturing Inc. — Upsell 2026,ACC000095,Id. Decision Makers,2026-10-23,
OPP000096,Lakeside Engineering Works — Renewal 2026,ACC000096,Perception Analysis,2026-10-24,18015
OPP000097,Thornton Components Group — Expansion 2026,,Proposal/Price Quote,2026-10-25,
OPP000098,Broadfield Production Inc. — New Business 2026,ACC000098,Negotiation/Review,2026-10-26,18289
OPP000099,Sterling Assembly Systems — Upgrade 2026,ACC000099,Closed Won,2026-10-27,
OPP000100,Clearwater Industrial Corp. — Upsell 2026,,Closed Lost,2026-10-28,18563
OPP000101,Apex Industrial Systems — Renewal 2026,ACC000101,Prospecting,2026-10-29,
OPP000102,Precision Components Ltd — Expansion 2026,ACC000102,Qualification,2026-10-30,18837
OPP000103,Granite Manufacturing Co. — New Business 2026,,Needs Analysis,2026-10-31,
OPP000104,Ironclad Production Group — Upgrade 2026,ACC000104,Value Proposition,2026-11-01,19111
OPP000105,Velocity Parts & Assembly — Upsell 2026,ACC000105,Id. Decision Makers,2026-11-02,
OPP000106,Summit Engineering Works — Renewal 2026,,Perception Analysis,2026-11-03,19385
OPP000107,BlueForge Manufacturing — Expansion 2026,ACC000107,Proposal/Price Quote,2026-11-04,
OPP000108,Strata Industrial Solutions — New Business 2026,ACC000108,Negotiation/Review,2026-11-05,19659
OPP000109,Crestline Fabrication Inc. — Upgrade 2026,,Closed Won,2026-11-06,
OPP000110,Meridian Parts Systems — Upsell 2026,ACC000110,Closed Lost,2026-11-07,19933
OPP000111,Ridgeline Manufacturing Group — Renewal 2026,ACC000111,Prospecting,2026-11-08,
OPP000112,Cascade Production Works — Expansion 2026,,Qualification,2026-11-09,20207
OPP000113,CoreTech Assembly Co. — New Business 2026,ACC000113,Needs Analysis,2026-11-10,
OPP000114,Highpoint Industrial Ltd — Upgrade 2026,ACC000114,Value Proposition,2026-11-11,20481
OPP000115,Streamline Parts & Components — Upsell 2026,,Id. Decision Makers,2026-11-12,
OPP000116,Keystone Manufacturing Alliance — Renewal 2026,ACC000116,Perception Analysis,2026-11-13,20755
OPP000117,Pacific Fabrication Systems — Expansion 2026,ACC000117,Proposal/Price Quote,2026-11-14,
OPP000118,Pinnacle Parts Group — New Business 2026,,Negotiation/Review,2026-11-15,21029
OPP000119,Centennial Industrial Co. — Upgrade 2026,ACC000119,Closed Won,2026-11-16,
OPP000120,Northgate Manufacturing Inc. — Upsell 2026,ACC000120,Closed Lost,2026-11-17,21303
OPP000121,Lakeside Engineering Works — Renewal 2026,,Prospecting,2026-11-18,
OPP000122,Thornton Components Group — Expansion 2026,ACC000122,Qualification,2026-11-19,21577
OPP000123,Broadfield Production Inc. — New Business 2026,ACC000123,Needs Analysis,2026-11-20,
OPP000124,Sterling Assembly Systems — Upgrade 2026,,Value Proposition,2026-11-21,21851
OPP000125,Clearwater Industrial Corp. — Upsell 2026,ACC000125,Id. Decision Makers,2026-11-22,
OPP000126,Apex Industrial Systems — Renewal 2026,ACC000126,Perception Analysis,2026-11-23,22125
OPP000127,Precision Components Ltd — Expansion 2026,,Proposal/Price Quote,2026-11-24,
OPP000128,Granite Manufacturing Co. — New Business 2026,ACC000128,Negotiation/Review,2026-11-25,22399
OPP000129,Ironclad Production Group — Upgrade 2026,ACC000129,Closed Won,2026-11-26,
OPP000130,Velocity Parts & Assembly — Upsell 2026,,Closed Lost,2026-11-27,22673
OPP000131,Summit Engineering Works — Renewal 2026,ACC000131,Prospecting,2026-11-28,
OPP000132,BlueForge Manufacturing — Expansion 2026,ACC000132,Qualification,2026-11-29,22947
OPP000133,Strata Industrial Solutions — New Business 2026,,Needs Analysis,2026-11-30,
OPP000134,Crestline Fabrication Inc. — Upgrade 2026,ACC000134,Value Proposition,2026-12-01,23221
OPP000135,Meridian Parts Systems — Upsell 2026,ACC000135,Id. Decision Makers,2026-12-02,
OPP000136,Ridgeline Manufacturing Group — Renewal 2026,,Perception Analysis,2026-12-03,23495
OPP000137,Cascade Production Works — Expansion 2026,ACC000137,Proposal/Price Quote,2026-12-04,
OPP000138,CoreTech Assembly Co. — New Business 2026,ACC000138,Negotiation/Review,2026-12-05,23769
OPP000139,Highpoint Industrial Ltd — Upgrade 2026,,Closed Won,2026-12-06,
OPP000140,Streamline Parts & Components — Upsell 2026,ACC000140,Closed Lost,2026-12-07,24043
OPP000141,Keystone Manufacturing Alliance — Renewal 2026,ACC000141,Prospecting,2026-12-08,
OPP000142,Pacific Fabrication Systems — Expansion 2026,,Qualification,2026-12-09,24317
OPP000143,Pinnacle Parts Group — New Business 2026,ACC000143,Needs Analysis,2026-12-10,
OPP000144,Centennial Industrial Co. — Upgrade 2026,ACC000144,Value Proposition,2026-12-11,24591
OPP000145,Northgate Manufacturing Inc. — Upsell 2026,,Id. Decision Makers,2026-12-12,
OPP000146,Lakeside Engineering Works — Renewal 2026,ACC000146,Perception Analysis,2026-12-13,24865
OPP000147,Thornton Components Group — Expansion 2026,ACC000147,Proposal/Price Quote,2026-12-14,
OPP000148,Broadfield Production Inc. — New Business 2026,,Negotiation/Review,2026-12-15,25139
OPP000149,Sterling Assembly Systems — Upgrade 2026,ACC000149,Closed Won,2026-12-16,
OPP000150,Clearwater Industrial Corp. — Upsell 2026,ACC000150,Closed Lost,2026-12-17,25413
OPP000151,Apex Industrial Systems — Renewal 2026,,Prospecting,2026-12-18,
OPP000152,Precision Components Ltd — Expansion 2026,ACC000152,Qualification,2026-12-19,25687
OPP000153,Granite Manufacturing Co. — New Business 2026,ACC000153,Needs Analysis,2026-12-20,
OPP000154,Ironclad Production Group — Upgrade 2026,,Value Proposition,2026-12-21,25961
OPP000155,Velocity Parts & Assembly — Upsell 2026,ACC000155,Id. Decision Makers,2026-12-22,
OPP000156,Summit Engineering Works — Renewal 2026,ACC000156,Perception Analysis,2026-12-23,26235
OPP000157,BlueForge Manufacturing — Expansion 2026,,Proposal/Price Quote,2026-12-24,
OPP000158,Strata Industrial Solutions — New Business 2026,ACC000158,Negotiation/Review,2026-12-25,26509
OPP000159,Crestline Fabrication Inc. — Upgrade 2026,ACC000159,Closed Won,2026-12-26,
OPP000160,Meridian Parts Systems — Upsell 2026,,Closed Lost,2026-12-27,26783
OPP000161,Ridgeline Manufacturing Group — Renewal 2026,ACC000161,Prospecting,2026-12-28,
OPP000162,Cascade Production Works — Expansion 2026,ACC000162,Qualification,2026-12-29,27057
OPP000163,CoreTech Assembly Co. — New Business 2026,,Needs Analysis,2026-12-30,
OPP000164,Highpoint Industrial Ltd — Upgrade 2026,ACC000164,Value Proposition,2026-12-31,27331
OPP000165,Streamline Parts & Components — Upsell 2026,ACC000165,Id. Decision Makers,2027-01-01,
OPP000166,Keystone Manufacturing Alliance — Renewal 2026,,Perception Analysis,2027-01-02,27605
OPP000167,Pacific Fabrication Systems — Expansion 2026,ACC000167,Proposal/Price Quote,2027-01-03,
OPP000168,Pinnacle Parts Group — New Business 2026,ACC000168,Negotiation/Review,2027-01-04,27879
OPP000169,Centennial Industrial Co. — Upgrade 2026,,Closed Won,2027-01-05,
OPP000170,Northgate Manufacturing Inc. — Upsell 2026,ACC000170,Closed Lost,2027-01-06,28153
OPP000171,Lakeside Engineering Works — Renewal 2026,ACC000171,Prospecting,2027-01-07,
OPP000172,Thornton Components Group — Expansion 2026,,Qualification,2027-01-08,28427
OPP000173,Broadfield Production Inc. — New Business 2026,ACC000173,Needs Analysis,2027-01-09,
OPP000174,Sterling Assembly Systems — Upgrade 2026,ACC000174,Value Proposition,2027-01-10,28701
OPP000175,Clearwater Industrial Corp. — Upsell 2026,,Id. Decision Makers,2027-01-11,
OPP000176,Apex Industrial Systems — Renewal 2026,ACC000176,Perception Analysis,2027-01-12,28975
OPP000177,Precision Components Ltd — Expansion 2026,ACC000177,Proposal/Price Quote,2027-01-13,
OPP000178,Granite Manufacturing Co. — New Business 2026,,Negotiation/Review,2027-01-14,29249
OPP000179,Ironclad Production Group — Upgrade 2026,ACC000179,Closed Won,2027-01-15,
OPP000180,Velocity Parts & Assembly — Upsell 2026,ACC000180,Closed Lost,2027-01-16,29523
OPP000181,Summit Engineering Works — Renewal 2026,,Prospecting,2027-01-17,
OPP000182,BlueForge Manufacturing — Expansion 2026,ACC000182,Qualification,2027-01-18,29797
OPP000183,Strata Industrial Solutions — New Business 2026,ACC000183,Needs Analysis,2027-01-19,
OPP000184,Crestline Fabrication Inc. — Upgrade 2026,,Value Proposition,2027-01-20,30071
OPP000185,Meridian Parts Systems — Upsell 2026,ACC000185,Id. Decision Makers,2027-01-21,
OPP000186,Ridgeline Manufacturing Group — Renewal 2026,ACC000186,Perception Analysis,2027-01-22,30345
OPP000187,Cascade Production Works — Expansion 2026,,Proposal/Price Quote,2027-01-23,
OPP000188,CoreTech Assembly Co. — New Business 2026,ACC000188,Negotiation/Review,2027-01-24,30619
OPP000189,Highpoint Industrial Ltd — Upgrade 2026,ACC000189,Closed Won,2027-01-25,
OPP000190,Streamline Parts & Components — Upsell 2026,,Closed Lost,2027-01-26,30893
OPP000191,Keystone Manufacturing Alliance — Renewal 2026,ACC000191,Prospecting,2027-01-27,
OPP000192,Pacific Fabrication Systems — Expansion 2026,ACC000192,Qualification,2027-01-28,31167
OPP000193,Pinnacle Parts Group — New Business 2026,,Needs Analysis,2027-01-29,
OPP000194,Centennial Industrial Co. — Upgrade 2026,ACC000194,Value Proposition,2027-01-30,31441
OPP000195,Northgate Manufacturing Inc. — Upsell 2026,ACC000195,Id. Decision Makers,2027-01-31,
OPP000196,Lakeside Engineering Works — Renewal 2026,,Perception Analysis,2027-02-01,31715
OPP000197,Thornton Components Group — Expansion 2026,ACC000197,Proposal/Price Quote,2027-02-02,
OPP000198,Broadfield Production Inc. — New Business 2026,ACC000198,Negotiation/Review,2027-02-03,31989
OPP000199,Sterling Assembly Systems — Upgrade 2026,,Closed Won,2027-02-04,
OPP000200,Clearwater Industrial Corp. — Upsell 2026,ACC000200,Closed Lost,2027-02-05,32263
OPP000201,Apex Industrial Systems — Renewal 2026,ACC000201,Prospecting,2027-02-06,
OPP000202,Precision Components Ltd — Expansion 2026,,Qualification,2027-02-07,32537
OPP000203,Granite Manufacturing Co. — New Business 2026,ACC000203,Needs Analysis,2027-02-08,
OPP000204,Ironclad Production Group — Upgrade 2026,ACC000204,Value Proposition,2027-02-09,32811
OPP000205,Velocity Parts & Assembly — Upsell 2026,,Id. Decision Makers,2027-02-10,
OPP000206,Summit Engineering Works — Renewal 2026,ACC000206,Perception Analysis,2027-02-11,33085
OPP000207,BlueForge Manufacturing — Expansion 2026,ACC000207,Proposal/Price Quote,2027-02-12,
OPP000208,Strata Industrial Solutions — New Business 2026,,Negotiation/Review,2027-02-13,33359
OPP000209,Crestline Fabrication Inc. — Upgrade 2026,ACC000209,Closed Won,2027-02-14,
OPP000210,Meridian Parts Systems — Upsell 2026,ACC000210,Closed Lost,2027-02-15,33633
OPP000211,Ridgeline Manufacturing Group — Renewal 2026,,Prospecting,2027-02-16,
OPP000212,Cascade Production Works — Expansion 2026,ACC000212,Qualification,2027-02-17,33907
OPP000213,CoreTech Assembly Co. — New Business 2026,ACC000213,Needs Analysis,2027-02-18,
OPP000214,Highpoint Industrial Ltd — Upgrade 2026,,Value Proposition,2027-02-19,34181
OPP000215,Streamline Parts & Components — Upsell 2026,ACC000215,Id. Decision Makers,2027-02-20,
OPP000216,Keystone Manufacturing Alliance — Renewal 2026,ACC000216,Perception Analysis,2027-02-21,34455
OPP000217,Pacific Fabrication Systems — Expansion 2026,,Proposal/Price Quote,2027-02-22,
OPP000218,Pinnacle Parts Group — New Business 2026,ACC000218,Negotiation/Review,2027-02-23,34729
OPP000219,Centennial Industrial Co. — Upgrade 2026,ACC000219,Closed Won,2027-02-24,
OPP000220,Northgate Manufacturing Inc. — Upsell 2026,,Closed Lost,2027-02-25,35003
OPP000221,Lakeside Engineering Works — Renewal 2026,ACC000221,Prospecting,2027-02-26,
OPP000222,Thornton Components Group — Expansion 2026,ACC000222,Qualification,2027-02-27,35277
OPP000223,Broadfield Production Inc. — New Business 2026,,Needs Analysis,2027-02-28,
OPP000224,Sterling Assembly Systems — Upgrade 2026,ACC000224,Value Proposition,2027-03-01,35551
OPP000225,Clearwater Industrial Corp. — Upsell 2026,ACC000225,Id. Decision Makers,2027-03-02,
OPP000226,Apex Industrial Systems — Renewal 2026,,Perception Analysis,2027-03-03,35825
OPP000227,Precision Components Ltd — Expansion 2026,ACC000227,Proposal/Price Quote,2027-03-04,
OPP000228,Granite Manufacturing Co. — New Business 2026,ACC000228,Negotiation/Review,2027-03-05,36099
OPP000229,Ironclad Production Group — Upgrade 2026,,Closed Won,2027-03-06,
OPP000230,Velocity Parts & Assembly — Upsell 2026,ACC000230,Closed Lost,2027-03-07,36373
OPP000231,Summit Engineering Works — Renewal 2026,ACC000231,Prospecting,2027-03-08,
OPP000232,BlueForge Manufacturing — Expansion 2026,,Qualification,2027-03-09,36647
OPP000233,Strata Industrial Solutions — New Business 2026,ACC000233,Needs Analysis,2027-03-10,
OPP000234,Crestline Fabrication Inc. — Upgrade 2026,ACC000234,Value Proposition,2027-03-11,36921
OPP000235,Meridian Parts Systems — Upsell 2026,,Id. Decision Makers,2027-03-12,
OPP000236,Ridgeline Manufacturing Group — Renewal 2026,ACC000236,Perception Analysis,2027-03-13,37195
OPP000237,Cascade Production Works — Expansion 2026,ACC000237,Proposal/Price Quote,2027-03-14,
OPP000238,CoreTech Assembly Co. — New Business 2026,,Negotiation/Review,2027-03-15,37469
OPP000239,Highpoint Industrial Ltd — Upgrade 2026,ACC000239,Closed Won,2027-03-16,
OPP000240,Streamline Parts & Components — Upsell 2026,ACC000240,Closed Lost,2027-03-17,37743
OPP000241,Keystone Manufacturing Alliance — Renewal 2026,,Prospecting,2027-03-18,
OPP000242,Pacific Fabrication Systems — Expansion 2026,ACC000242,Qualification,2027-03-19,38017
OPP000243,Pinnacle Parts Group — New Business 2026,ACC000243,Needs Analysis,2027-03-20,
OPP000244,Centennial Industrial Co. — Upgrade 2026,,Value Proposition,2027-03-21,38291
OPP000245,Northgate Manufacturing Inc. — Upsell 2026,ACC000245,Id. Decision Makers,2027-03-22,
OPP000246,Lakeside Engineering Works — Renewal 2026,ACC000246,Perception Analysis,2027-03-23,38565
OPP000247,Thornton Components Group — Expansion 2026,,Proposal/Price Quote,2027-03-24,
OPP000248,Broadfield Production Inc. — New Business 2026,ACC000248,Negotiation/Review,2027-03-25,38839
OPP000249,Sterling Assembly Systems — Upgrade 2026,ACC000249,Closed Won,2027-03-26,
OPP000250,Clearwater Industrial Corp. — Upsell 2026,,Closed Lost,2027-03-27,39113
OPP000251,Apex Industrial Systems — Renewal 2026,ACC000251,Prospecting,2027-03-28,
OPP000252,Precision Components Ltd — Expansion 2026,ACC000252,Qualification,2027-03-29,39387
OPP000253,Granite Manufacturing Co. — New Business 2026,,Needs Analysis,2027-03-30,
OPP000254,Ironclad Production Group — Upgrade 2026,ACC000254,Value Proposition,2027-03-31,39661
OPP000255,Velocity Parts & Assembly — Upsell 2026,ACC000255,Id. Decision Makers,2027-04-01,
OPP000256,Summit Engineering Works — Renewal 2026,,Perception Analysis,2027-04-02,39935
OPP000257,BlueForge Manufacturing — Expansion 2026,ACC000257,Proposal/Price Quote,2027-04-03,
OPP000258,Strata Industrial Solutions — New Business 2026,ACC000258,Negotiation/Review,2027-04-04,40209
OPP000259,Crestline Fabrication Inc. — Upgrade 2026,,Closed Won,2027-04-05,
OPP000260,Meridian Parts Systems — Upsell 2026,ACC000260,Closed Lost,2027-04-06,40483
OPP000261,Ridgeline Manufacturing Group — Renewal 2026,ACC000261,Prospecting,2027-04-07,
OPP000262,Cascade Production Works — Expansion 2026,,Qualification,2027-04-08,40757
OPP000263,CoreTech Assembly Co. — New Business 2026,ACC000263,Needs Analysis,2027-04-09,
OPP000264,Highpoint Industrial Ltd — Upgrade 2026,ACC000264,Value Proposition,2027-04-10,41031
OPP000265,Streamline Parts & Components — Upsell 2026,,Id. Decision Makers,2027-04-11,
OPP000266,Keystone Manufacturing Alliance — Renewal 2026,ACC000266,Perception Analysis,2027-04-12,41305
OPP000267,Pacific Fabrication Systems — Expansion 2026,ACC000267,Proposal/Price Quote,2027-04-13,
OPP000268,Pinnacle Parts Group — New Business 2026,,Negotiation/Review,2027-04-14,41579
OPP000269,Centennial Industrial Co. — Upgrade 2026,ACC000269,Closed Won,2027-04-15,
OPP000270,Northgate Manufacturing Inc. — Upsell 2026,ACC000270,Closed Lost,2027-04-16,41853
OPP000271,Lakeside Engineering Works — Renewal 2026,,Prospecting,2027-04-17,
OPP000272,Thornton Components Group — Expansion 2026,ACC000272,Qualification,2027-04-18,42127
OPP000273,Broadfield Production Inc. — New Business 2026,ACC000273,Needs Analysis,2027-04-19,
OPP000274,Sterling Assembly Systems — Upgrade 2026,,Value Proposition,2027-04-20,42401
OPP000275,Clearwater Industrial Corp. — Upsell 2026,ACC000275,Id. Decision Makers,2027-04-21,
OPP000276,Apex Industrial Systems — Renewal 2026,ACC000276,Perception Analysis,2027-04-22,42675
OPP000277,Precision Components Ltd — Expansion 2026,,Proposal/Price Quote,2027-04-23,
OPP000278,Granite Manufacturing Co. — New Business 2026,ACC000278,Negotiation/Review,2027-04-24,42949
OPP000279,Ironclad Production Group — Upgrade 2026,ACC000279,Closed Won,2027-04-25,
OPP000280,Velocity Parts & Assembly — Upsell 2026,,Closed Lost,2027-04-26,43223
OPP000281,Summit Engineering Works — Renewal 2026,ACC000281,Prospecting,2027-04-27,
OPP000282,BlueForge Manufacturing — Expansion 2026,ACC000282,Qualification,2027-04-28,43497
OPP000283,Strata Industrial Solutions — New Business 2026,,Needs Analysis,2027-04-29,
OPP000284,Crestline Fabrication Inc. — Upgrade 2026,ACC000284,Value Proposition,2027-04-30,43771
OPP000285,Meridian Parts Systems — Upsell 2026,ACC000285,Id. Decision Makers,2027-05-01,
OPP000286,Ridgeline Manufacturing Group — Renewal 2026,,Perception Analysis,2027-05-02,44045
OPP000287,Cascade Production Works — Expansion 2026,ACC000287,Proposal/Price Quote,2027-05-03,
OPP000288,CoreTech Assembly Co. — New Business 2026,ACC000288,Negotiation/Review,2027-05-04,44319
OPP000289,Highpoint Industrial Ltd — Upgrade 2026,,Closed Won,2027-05-05,
OPP000290,Streamline Parts & Components — Upsell 2026,ACC000290,Closed Lost,2027-05-06,44593
OPP000291,Keystone Manufacturing Alliance — Renewal 2026,ACC000291,Prospecting,2027-05-07,
OPP000292,Pacific Fabrication Systems — Expansion 2026,,Qualification,2027-05-08,44867
OPP000293,Pinnacle Parts Group — New Business 2026,ACC000293,Needs Analysis,2027-05-09,
OPP000294,Centennial Industrial Co. — Upgrade 2026,ACC000294,Value Proposition,2027-05-10,45141
OPP000295,Northgate Manufacturing Inc. — Upsell 2026,,Id. Decision Makers,2027-05-11,
